file_path,raw_text,processed_text,text
images/IMG_2428.JPG,"Courage, be everything to yourself. Seek
your truth; construct your life, a beautiful
life; be strong and passionately cherish your-
self to console yourself for being so alone in
the midst of all those who love you.
",courage be everything to yourself seek your truth construct your life a beautiful life be strong and passionately cherish yourself to console yourself for being so alone in the midst of all those who love you,"Courage, be everything to yourself. Seek
your truth; construct your life, a beautiful
life; be strong and passionately cherish your-
self to console yourself for being so alone in
the midst of all those who love you.
 courage be everything to yourself seek your truth construct your life a beautiful life be strong and passionately cherish yourself to console yourself for being so alone in the midst of all those who love you"
images/IMG_6855.JPG,"The number
of hours

we have
together is
actually not
so large.
Please linger
near the
door uncomfortably
instead of
just leaving.
Please forget
your scarf

in my

life and
come back
later for

it.

- Mikko Harvey
",the number of hours we have together is actually not so large please linger near the door uncomfortably instead of just leaving please forget your scarf in my life and come back later for it mikko harvey,"The number
of hours

we have
together is
actually not
so large.
Please linger
near the
door uncomfortably
instead of
just leaving.
Please forget
your scarf

in my

life and
come back
later for

it.

- Mikko Harvey
 the number of hours we have together is actually not so large please linger near the door uncomfortably instead of just leaving please forget your scarf in my life and come back later for it mikko harvey"
images/IMG_3722.PNG,"Do not be fooled, my friend
this world is not to be trusted.
It will intoxicate you with its
sweet drink and suddenly
desert you and wrap its arms
around another lover.
",do not be fooled my friend this world is not to be trusted it will intoxicate you with its sweet drink and suddenly desert you and wrap its arms around another lover,"Do not be fooled, my friend
this world is not to be trusted.
It will intoxicate you with its
sweet drink and suddenly
desert you and wrap its arms
around another lover.
 do not be fooled my friend this world is not to be trusted it will intoxicate you with its sweet drink and suddenly desert you and wrap its arms around another lover"
images/IMG_5353.PNG,"No help for that

‘There is a place in the heart that
will never be filled

space

and even during the
best moments

and

the greatest times

times

we will know it

we will know it

more than

ever

there is a place in the heart that

will never be filled
and

in that space.
",no help for that there is a place in the heart that will never be filled space and even during the best moments and the greatest times times we will know it we will know it more than ever there is a place in the heart that will never be filled and in that space,"No help for that

‘There is a place in the heart that
will never be filled

space

and even during the
best moments

and

the greatest times

times

we will know it

we will know it

more than

ever

there is a place in the heart that

will never be filled
and

in that space.
 no help for that there is a place in the heart that will never be filled space and even during the best moments and the greatest times times we will know it we will know it more than ever there is a place in the heart that will never be filled and in that space"
images/IMG_7975.JPG,"Dear P.

Victoria Chang

Someone will love you manywill love

you many will brother you some of these
loves will bother you some will leave you
one might haunt you hunt you in your
sleep make you weep the tearless kind of
weep the kind of weep that drowns your
organs slowly there are little oars in your body
little boats grab onto them and row and row
someone will tell you mo but you won't know
he is right until you have already wrung your
own heart dry your hands dripping knives until
you have already reached yourhandsinto his
body and put them through his heart love is

the only thing that isnot an argument
",dear p victoria chang someone will love you many will love you many will brother you some of these loves will bother you some will leave you one might haunt you hunt you in your sleep make you weep the tearless kind of weep the kind of weep that drowns your organs slowly there are little oars in your body little boats grab on to them and rowand row someone will tell you mo but you wont know he is right until you have already wrung your own heart dry your hands dripping knives until you have already reached your hands into his body and put them through his heart love is the only thing that is not an argument,"Dear P.

Victoria Chang

Someone will love you manywill love

you many will brother you some of these
loves will bother you some will leave you
one might haunt you hunt you in your
sleep make you weep the tearless kind of
weep the kind of weep that drowns your
organs slowly there are little oars in your body
little boats grab onto them and row and row
someone will tell you mo but you won't know
he is right until you have already wrung your
own heart dry your hands dripping knives until
you have already reached yourhandsinto his
body and put them through his heart love is

the only thing that isnot an argument
 dear p victoria chang someone will love you many will love you many will brother you some of these loves will bother you some will leave you one might haunt you hunt you in your sleep make you weep the tearless kind of weep the kind of weep that drowns your organs slowly there are little oars in your body little boats grab on to them and rowand row someone will tell you mo but you wont know he is right until you have already wrung your own heart dry your hands dripping knives until you have already reached your hands into his body and put them through his heart love is the only thing that is not an argument"
images/IMG_9227.PNG,"It's so hard to forget pain,
but it's even harder to remember sweetness.

We have no scar to show for happiness.
We learn so little from peace.
",its so hard to forget pain but its even harder to remember sweetness we have no scar to show for happiness we learn so little from peace,"It's so hard to forget pain,
but it's even harder to remember sweetness.

We have no scar to show for happiness.
We learn so little from peace.
 its so hard to forget pain but its even harder to remember sweetness we have no scar to show for happiness we learn so little from peace"
images/IMG_5437.PNG,"“I tell my students, ‘When you get these jobs that you have been
so brilliantly trained for, just remember that your real job is that
ifyou are free, you need to free somebody else. If you have some
power, then your job is to empower somebody else.

This is not just a grab-bag candy game.”

—Toni Morrison
",i tell my students when you get these jobs that you have been so brilliantly trained for just remember that your real job is that if you are free you need to free somebody else if you have some power then your job is to empower somebody else this is not just a grab bag candy game toni morrison,"“I tell my students, ‘When you get these jobs that you have been
so brilliantly trained for, just remember that your real job is that
ifyou are free, you need to free somebody else. If you have some
power, then your job is to empower somebody else.

This is not just a grab-bag candy game.”

—Toni Morrison
 i tell my students when you get these jobs that you have been so brilliantly trained for just remember that your real job is that if you are free you need to free somebody else if you have some power then your job is to empower somebody else this is not just a grab bag candy game toni morrison"
images/IMG_6857.JPG,"Miss you. Would like to take a walk
with you.

BY GABRIELLE CALVOCORESS|I

Do not care if you just arrive in your skeleton.

Would love to take a walk with you. Miss you.

Would love to make you shrimp saganaki.

Like you used to make me when you were alive.

Love to feed you. Sit over steaming

bowls of pilaf. Little roasted tomatoes

covered in pepper and nutmeg. Miss you.

Would love to walk to the post office with you.

Bring the ghost dog. We'll walk past the waterfall

and you can tell me about the after.

Wish you. Wish you would come back for a
while.

Dont even need to bring your skin sack. Pll
know

you. I know you will know me even though. I’m

bigger now. Grayer. Pll show you my garden.

I'd like to hop in the leaf pile you raked but if
you

want to jump in? I'll rake it for you. Miss you

standing looking out at the river with your rake

in your hand. Miss you in your puffy blue jacket.

They’re hip now. I can bring you a new one

if youll only come by. Know I told you

it was okay to go. Know I told you

it was okay to leave me. Why'd you believe me?

You always believed me. Wish you would

come back so we could talk about truth.

Miss you. Wish you would walk through my

door. Stare out from the mirror. Come through

the pipes.
",miss you would like to take a walk with you by gabrielle calvo core ssi do not care if you just arrive in your skeleton would love to take a walk with you miss you would love to make you shrimp saga naki like you used to make me when you were alive love to feed you sit over steaming bowls of pilaf little roasted tomatoes covered in pepper and nutmeg miss you would love to walk to the post office with you bring the ghost dog well walk past the waterfall and you can tell me about the after wish you wish you would come back for awhile dont even need to bring your skin sack pll know you i know you will know me even though im bigger now grayer pll show you my garden id like to hop in the leaf pile you raked but if you want to jump in ill rake it for you miss you standing looking out at the river with your rake in your hand miss you in your puffy bluejacket theyre hip now i can bring you a new one if you ll only come by know i told you it was okay to go know i told you it was okay to leave me why d you believe me you always believed me wish you would come back so we could talk about truth miss you wish you would walk through my door stare out from the mirror come through the pipes,"Miss you. Would like to take a walk
with you.

BY GABRIELLE CALVOCORESS|I

Do not care if you just arrive in your skeleton.

Would love to take a walk with you. Miss you.

Would love to make you shrimp saganaki.

Like you used to make me when you were alive.

Love to feed you. Sit over steaming

bowls of pilaf. Little roasted tomatoes

covered in pepper and nutmeg. Miss you.

Would love to walk to the post office with you.

Bring the ghost dog. We'll walk past the waterfall

and you can tell me about the after.

Wish you. Wish you would come back for a
while.

Dont even need to bring your skin sack. Pll
know

you. I know you will know me even though. I’m

bigger now. Grayer. Pll show you my garden.

I'd like to hop in the leaf pile you raked but if
you

want to jump in? I'll rake it for you. Miss you

standing looking out at the river with your rake

in your hand. Miss you in your puffy blue jacket.

They’re hip now. I can bring you a new one

if youll only come by. Know I told you

it was okay to go. Know I told you

it was okay to leave me. Why'd you believe me?

You always believed me. Wish you would

come back so we could talk about truth.

Miss you. Wish you would walk through my

door. Stare out from the mirror. Come through

the pipes.
 miss you would like to take a walk with you by gabrielle calvo core ssi do not care if you just arrive in your skeleton would love to take a walk with you miss you would love to make you shrimp saga naki like you used to make me when you were alive love to feed you sit over steaming bowls of pilaf little roasted tomatoes covered in pepper and nutmeg miss you would love to walk to the post office with you bring the ghost dog well walk past the waterfall and you can tell me about the after wish you wish you would come back for awhile dont even need to bring your skin sack pll know you i know you will know me even though im bigger now grayer pll show you my garden id like to hop in the leaf pile you raked but if you want to jump in ill rake it for you miss you standing looking out at the river with your rake in your hand miss you in your puffy bluejacket theyre hip now i can bring you a new one if you ll only come by know i told you it was okay to go know i told you it was okay to leave me why d you believe me you always believed me wish you would come back so we could talk about truth miss you wish you would walk through my door stare out from the mirror come through the pipes"
images/IMG_7977.PNG,"The Conditional

Ada Limon - 1976-

Say tomorrow doesn't come.

Say the moon becomes an icy pit.

Say the sweet-gum tree is petrified.

Say the sun's a foul black tire fire.

Say the owl's eyes are pinpricks.

Say the raccoon's a hot tar stain.

Say the shirt's plastic ditch-litter.

Say the kitchen's a cow's corpse.

Say we never get to see it: bright

future, stuck like a bum star, never
coming close, never dazzling.

Say we never meet her. Never him.

Say we spend our last moments staring

at each other, hands knotted together,
clutching the dog, watching the sky burn.
Say, It doesn't matter. Say, That would be
enough. Say you'd still want this: us alive,
right here, feeling lucky.
",the conditional adalimon1976say tomorrow doesnt come say the moon becomes an icy pit say the sweet gumtree is petrified say the suns a foul black tire fire say the owls eyes are pinprick s say the raccoons a hot tar stain say the shirts plastic ditch litter say the kitchens a cows corpse say we never get to see it bright future stuck like a bum star never coming close never dazzling say we never meet her never him say we spend our last moments staring at each other hands knotted together clutching the dog watching the sky burn say it doesnt matter say that would be enough say you d still want this usa live right here feeling lucky,"The Conditional

Ada Limon - 1976-

Say tomorrow doesn't come.

Say the moon becomes an icy pit.

Say the sweet-gum tree is petrified.

Say the sun's a foul black tire fire.

Say the owl's eyes are pinpricks.

Say the raccoon's a hot tar stain.

Say the shirt's plastic ditch-litter.

Say the kitchen's a cow's corpse.

Say we never get to see it: bright

future, stuck like a bum star, never
coming close, never dazzling.

Say we never meet her. Never him.

Say we spend our last moments staring

at each other, hands knotted together,
clutching the dog, watching the sky burn.
Say, It doesn't matter. Say, That would be
enough. Say you'd still want this: us alive,
right here, feeling lucky.
 the conditional adalimon1976say tomorrow doesnt come say the moon becomes an icy pit say the sweet gumtree is petrified say the suns a foul black tire fire say the owls eyes are pinprick s say the raccoons a hot tar stain say the shirts plastic ditch litter say the kitchens a cows corpse say we never get to see it bright future stuck like a bum star never coming close never dazzling say we never meet her never him say we spend our last moments staring at each other hands knotted together clutching the dog watching the sky burn say it doesnt matter say that would be enough say you d still want this usa live right here feeling lucky"
images/IMG_2006.PNG,"Love, if you love me,
lie next to me.
Be for me, like rain,

the getting out

of the tiredness, the fatuousness, the semi-
lust of intentional indifference.

Be wet

with a decent happiness.
",love if you love me lie next to me be for me like rain the getting out of the tiredness the fatuous ness the semi lust of intentional indifference be wet with a decent happiness,"Love, if you love me,
lie next to me.
Be for me, like rain,

the getting out

of the tiredness, the fatuousness, the semi-
lust of intentional indifference.

Be wet

with a decent happiness.
 love if you love me lie next to me be for me like rain the getting out of the tiredness the fatuous ness the semi lust of intentional indifference be wet with a decent happiness"
images/IMG_8729.PNG,"Haiku

there are things sadder
than you and I. some people
do not even touch.
",haiku there are things sadder than you and i some people do not even touch,"Haiku

there are things sadder
than you and I. some people
do not even touch.
 haiku there are things sadder than you and i some people do not even touch"
images/IMG_0177.JPG,"Last year I abstained
this year I devour

without guilt
which is also an art
",last year i abstained this year i devour without guilt which is also an art,"Last year I abstained
this year I devour

without guilt
which is also an art
 last year i abstained this year i devour without guilt which is also an art"
images/IMG_7397.PNG,"Therefore, dark past,
Tm about to do it.
Tm about to forgive you

for everything.
",therefore dark past tm about to do it tm about to forgive you for everything,"Therefore, dark past,
Tm about to do it.
Tm about to forgive you

for everything.
 therefore dark past tm about to do it tm about to forgive you for everything"
images/IMG_6937.PNG,"Whatever you’re meant to do, do it now.

The conditions are always impossible.
",whatever your e meant to do do it now the conditions are always impossible,"Whatever you’re meant to do, do it now.

The conditions are always impossible.
 whatever your e meant to do do it now the conditions are always impossible"
images/IMG_2007.PNG,"Last night on the sports channel

I watched the rodeo.

Those cowboys have it right;

the best and the beauty of it.

You cannot win, so you ride

for as long as you can and enjoy it.
",last night on the sports channel i watched the rodeo those cowboys have it right the best and the beauty of it you can not win so you ride for as long as you can and enjoy it,"Last night on the sports channel

I watched the rodeo.

Those cowboys have it right;

the best and the beauty of it.

You cannot win, so you ride

for as long as you can and enjoy it.
 last night on the sports channel i watched the rodeo those cowboys have it right the best and the beauty of it you can not win so you ride for as long as you can and enjoy it"
images/IMG_5436.JPG,"STREET LAmp

Why be human if bein
is SO difficult? Become
by the roadside, that q
its light on man.

Be as it is, for as it is
he will always have a huma f.

Be good to him, this man as

and impartial like a lant

that quietly illuminates the faces

of drunkards, vagabonds, and stude
alike along the solitary road. a

8 human
the lamp

Wietly sheds

Be a lamp
if you can’t be human,

for being human is difficult.

A human has just two hands

but he should help thousands.

So be a lamp by the roadside
shining on a thousand happy faces,
shining for the lonely, the aimless.
Be a lamp with a single light,
man in a magic square

signaling with a green arm.

Be a lamp, a lamp,

a lamp.
",street lamp why be human if be in is so difficult become by the roadside that q its light on man be as it is for as it is he will always have a huma f be good to him this manas and impartial like a lant that quietly illuminates the faces of drunkards vagabonds and stude alike along the solitary road a8humanthelampwietly sheds be a lamp if you cant be human for being human is difficult a human has just two hands but he should help thousands so be a lamp by the roadside shining on a thousand happy faces shining for the lonely the aimless be a lamp with a single lightman in a magic square signaling with a green arm be a lamp a lamp a lamp,"STREET LAmp

Why be human if bein
is SO difficult? Become
by the roadside, that q
its light on man.

Be as it is, for as it is
he will always have a huma f.

Be good to him, this man as

and impartial like a lant

that quietly illuminates the faces

of drunkards, vagabonds, and stude
alike along the solitary road. a

8 human
the lamp

Wietly sheds

Be a lamp
if you can’t be human,

for being human is difficult.

A human has just two hands

but he should help thousands.

So be a lamp by the roadside
shining on a thousand happy faces,
shining for the lonely, the aimless.
Be a lamp with a single light,
man in a magic square

signaling with a green arm.

Be a lamp, a lamp,

a lamp.
 street lamp why be human if be in is so difficult become by the roadside that q its light on man be as it is for as it is he will always have a huma f be good to him this manas and impartial like a lant that quietly illuminates the faces of drunkards vagabonds and stude alike along the solitary road a8humanthelampwietly sheds be a lamp if you cant be human for being human is difficult a human has just two hands but he should help thousands so be a lamp by the roadside shining on a thousand happy faces shining for the lonely the aimless be a lamp with a single lightman in a magic square signaling with a green arm be a lamp a lamp a lamp"
images/IMG_6856.JPG,"Hymn for the Future

May you always know pain
as temporary and laughter better.

May the universe bless you
with the perseverance to try harder.

May you build a kinder history
than the ruins that you were given.

May the greatest gift you receive be more
than just a life, but a life where the air is safer,

alife so full of love and joy
that it is worth living.

-Nikita Gill
",hymn for the future may you always know pain as temporary and laughter better may the universe bless you with the perseverance to try harder may you build a kinder history than the ruins that you were given may the greatest gift you receive be more than just a life but a life where the air is safer a life so full of love and joy that it is worth living nikita gill,"Hymn for the Future

May you always know pain
as temporary and laughter better.

May the universe bless you
with the perseverance to try harder.

May you build a kinder history
than the ruins that you were given.

May the greatest gift you receive be more
than just a life, but a life where the air is safer,

alife so full of love and joy
that it is worth living.

-Nikita Gill
 hymn for the future may you always know pain as temporary and laughter better may the universe bless you with the perseverance to try harder may you build a kinder history than the ruins that you were given may the greatest gift you receive be more than just a life but a life where the air is safer a life so full of love and joy that it is worth living nikita gill"
images/IMG_6671.PNG,"Of course, I talk to myself.
I like a good speaker,
& I appreciate an intelligent audience.
",of course i talk to myself i like a good speaker i appreciate an intelligent audience,"Of course, I talk to myself.
I like a good speaker,
& I appreciate an intelligent audience.
 of course i talk to myself i like a good speaker i appreciate an intelligent audience"
images/IMG_7976.JPG,"TRAVELLING TOGETHER

If we are separated Twill
try to wait for you

on your side of things

your side of the wall and the water
and of the light moving at its own speed
even on leaves that we have seen

I will wait on one side

while a side is there
",travelling together if we are separated t will try to wait for you on your side of things your side of the wall and the water and of the light moving at its own speed even on leaves that we have seen i will wait on one side while aside is there,"TRAVELLING TOGETHER

If we are separated Twill
try to wait for you

on your side of things

your side of the wall and the water
and of the light moving at its own speed
even on leaves that we have seen

I will wait on one side

while a side is there
 travelling together if we are separated t will try to wait for you on your side of things your side of the wall and the water and of the light moving at its own speed even on leaves that we have seen i will wait on one side while aside is there"
